# Parte 3 - Lineas 14901 a 24900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
15092|0x00174A02|You're waiting for her at this fantastic lookout?
15093|0x00174A3E|You're waiting for her at this~fantastic lookout?
15094|0x00174A89|Yeah.
15095|0x00174A99|Yeah.
15096|0x00174AAE|And so, while looking up at the same starry sky I saw on that day...
15097|0x00174AFD|And so, while looking up at the~same starry sky I saw on that~day...
15098|0x00174B6B|Waiting here doesn't seem so bad.
15099|0x00174B97|Waiting here doesn't seem so~bad.
15100|0x00174BE2|While you're waiting, you can take in this view of Hibarigasaki's~starry sky.
15101|0x00174C3A|While you're waiting, you can~take in this view of~Hibarigasaki's starry sky.
15102|0x00174CB1|There's no need to rush. I'm sure you'll see her again. If she loves~the stars just like we do, then you'll surely cross paths some day.
15103|0x00174D44|There's no need to rush. I'm~sure you'll see her again. If~she loves the stars just like~we do, then you'll surely cross
15104|0x00174DE6|All you have to do is look at the stars with us, and everything will~work out.
15105|0x00174E3F|All you have to do is look at~the stars with us, and~everything will work out.
15106|0x00174EA9|You'll be able to meet the girl from your memories again.
15107|0x00174EED|You'll be able to meet the girl~from your memories again.
15108|0x00174F36|The words which Asuho spoke to me on that summer night resonated in my~heart.
15109|0x00174F8E|The words which Asuho spoke to~me on that summer night~resonated in my heart.
15110|0x00174FEB|Thanks to the girl standing next to me, who remembered me after all~those years, I regained my hope that I would one day find the girl~whose name I'd forgotten.
15111|0x00175096|Thanks to the girl standing~next to me, who remembered me~after all those years, I~regained my hope that I would
15112|0x00175152|We could always use a new member. Welcome to the Astro Club.
15113|0x00175199|We could always use a new~member. Welcome to the Astro~Club.
15114|0x0017529D|Onii-chan, Onii-chan, Onii-chaaaaaan!!
15115|0x001752CE|Onii-chan, Onii-chan,~Onii-chaaaaaan!!
15116|0x00175313|...Stop shouting at the top of your lungs this early in the morning. I~can hear you just fine.
15117|0x0017537C|...Stop shouting at the top of~your lungs this early in the~morning. I can hear you just~fine.
15118|0x00175415|But this is like super important! Y'see the thing is on the seventh~day of me trying to get up early I finally succeeded this time, but~then there's this huge problem! My favorite little baby bunny towel~that only I'm allowed to use to wash my face is
15119|0x0017551B|But this is like super~important! Y'see the thing is~on the seventh day of me trying~to get up early I finally
15120|0x001755A1|nowhere to be found!
15121|0x001755C0|nowhere to be found!
15122|0x001755EE|Did you forget? You said you had a stomach ache from eating too much~ice cream last night and went to sleep using that towel in place of a~belly band.
15123|0x0017568F|Did you forget? You said you~had a stomach ache from eating~too much ice cream last night~and went to sleep using that
15124|0x00175743|Oh, you're right.
15125|0x0017575F|Oh, you're right.
15126|0x00175780|Chinami flipped up the bottom of her pajama shirt.
15127|0x001757BD|Chinami flipped up the bottom~of her pajama shirt.
15128|0x001757FF|Her belly button and part of her chest were in plain sight.
15129|0x00175845|Her belly button and part of~her chest were in plain sight.
15130|0x001758AA|Huh? It's not there.
15131|0x001758C9|Huh? It's not there.
15132|0x001758F7|Geez, don't lift up your shirt in front of me.
15133|0x00175930|Geez, don't lift up your shirt~in front of me.
15134|0x00175988|...You perv.
15135|0x0017599F|...You perv.
15136|0x001759C5|You wish. I'd actually pay you to keep your shirt down.
15137|0x00175A07|You wish. I'd actually pay you~to keep your shirt down.
15138|0x00175A5A|Your face is red as a tomato, Onii-chan!
15139|0x00175A8D|Your face is red as a tomato,~Onii-chan!
15140|0x00175ACF|That's simply not true.
15141|0x00175AF1|That's simply not true.
15142|0x00175B18|In this situation, it was clearly smarter to be a gentleman.
15143|0x00175B5F|In this situation, it was~clearly smarter to be a~gentleman.
15144|0x00175BC5|Oh but according to my Big Brother Observation Diary whenever you~blush and avert your eyes it's 'cause you're embarrassed, you feel bad~about something, or you're getting hot and bothered from thinking~about naughty stuff so that means...
15145|0x00175CBF|Oh but according to my Big~Brother Observation Diary~whenever you blush and avert~your eyes it's 'cause you're
15146|0x00175D7E|I ripped it to shreds.
15147|0x00175D9F|I ripped it to shreds.
15148|0x00175DE6|The third copy has also met its demise?!
15149|0x00175E19|The third copy has also met its~demise?!
15150|0x00175E5B|Hmm, guess I'll make breakfast now.
15151|0x00175E89|Hmm, guess I'll make breakfast~now.
15152|0x00175ED2|Hold it right there, Mister! That's not gonna stop me! That was only~my copy for safekeeping anyway! I have another one just for~fantasizing purposes!
15153|0x00175F73|Hold it right there, Mister!~That's not gonna stop me! That~was only my copy for~safekeeping anyway! I have
15154|0x00175FEE|(...For fantasizing about what?)
15155|0x00176019|(...For fantasizing about~what?)
15156|0x0017608D|So yeah, Onii-chan! I finally managed to wake up early today so you'll~finally have to let me make breakfast, all right?
15157|0x00176110|So yeah, Onii-chan! I finally~managed to wake up early today~so you'll finally have to let~me make breakfast, all right?
15158|0x001761A2|Oh, neat. This egg has two yolks.
15159|0x001761CE|Oh, neat. This egg has two~yolks.
15160|0x00176224|You're not even gonna try mine before making your own eggs?!
15161|0x0017626B|You're not even gonna try mine~before making your own eggs?!
15162|0x001762C1|You like yours half-done, right? I remember you said the texture fits~nicely with mayonnaise.
15163|0x00176329|You like yours half-done,~right? I remember you said the~texture fits nicely with~mayonnaise.
15164|0x001763B0|Well I do yeah but that's beside the point! Today I'm the one who's~gonna make breakfast!
15165|0x00176414|Well I do yeah but that's~beside the point! Today I'm the~one who's gonna make breakfast!
15166|0x00176487|Look here, Chinami! It's your favorite, mayonnaise!
15167|0x001764C5|Look here, Chinami! It's your~favorite, mayonnaise!
15168|0x0017652D|You want to pacify me with mayonnaise?!
15169|0x0017655F|You want to pacify me with~mayonnaise?!
15170|0x001765A0|Suck on that and keep quiet.
15171|0x001765C7|Suck on that and keep quiet.
15172|0x0017660D|Then I'll get too full on mayonnaise to eat anything for breakfast!
15173|0x0017665B|Then I'll get too full on~mayonnaise to eat anything for~breakfast!
15174|0x001766B8|Hmm, maybe I put too much oil into the frying pan.
15175|0x001766F5|Hmm, maybe I put too much oil~into the frying pan.
15176|0x00176751|I may be a mayonnaise lover, but how can I have just mayonnaise for~breakfast? That goes against the very definition of a mayonnaise~lover!
15177|0x001767E7|I may be a mayonnaise lover,~but how can I have just~mayonnaise for breakfast? That~goes against the very
15178|0x0017686A|I don't think the yolks are gonna come out runny... Eh, whatever.
15179|0x001768B6|I don't think the yolks are~gonna come out runny... Eh,~whatever.
15180|0x00176921|The true path of any mayonnaise lover does not consist of just~mayonnaise! Only in tandem with other food does mayonnaise exhibit its~exquisite properties!
15181|0x001769C7|The true path of any mayonnaise~lover does not consist of just~mayonnaise! Only in tandem with~other food does mayonnaise
15182|0x00176A5A|All right, it's ready. Eat up.
15183|0x00176A83|All right, it's ready. Eat up.
15184|0x00176AD6|Not only have you thoroughly ignored everything that came out of my~mouth but you've already made breakfast?!
15185|0x00176B4E|Not only have you thoroughly~ignored everything that came~out of my mouth but you've~already made breakfast?!
15186|0x00176BD5|Ah, perfect timing, the toast's ready, too. Chinami, you drink your~coffee with three sugar cubes, right?
15187|0x00176C49|Ah, perfect timing, the toast's~ready, too. Chinami, you drink~your coffee with three sugar~cubes, right?
15188|0x00176CDC|You could've at least let me make the coffee!
15189|0x00176D14|You could've at least let me~make the coffee!
15190|0x00176D5B|Yeah, yeah, I get it. Chill out.
15191|0x00176D86|Yeah, yeah, I get it. Chill~out.
15192|0x00176DD0|That's a big fat lie you stinkin' liar-pants! You don't get it, not at~all!!
15193|0x00176E27|That's a big fat lie you~stinkin' liar-pants! You don't~get it, not at all!!
15194|0x00176E8D|Sure I do.
15195|0x00176EA2|Sure I do.
15196|0x00176ED6|You think you can understand how I feel?!
15197|0x00176F0A|You think you can understand~how I feel?!
15198|0x00176F4D|Of course. You're sad 'cause your bunny towel disappeared, right?
15199|0x00176F99|Of course. You're sad 'cause~your bunny towel disappeared,~right?
15200|0x0017700F|How long ago was that the problem?!
15201|0x0017703D|How long ago was that the~problem?!
15202|0x0017707A|You're sad 'cause we moved, right?
15203|0x001770A7|You're sad 'cause we moved,~right?
15204|0x001770FE|I did not give you permission to go even further back in time, you~know?!
15205|0x00177152|I did not give you permission~to go even further back in~time, you know?!
15206|0x001771B5|You're sad 'cause you were born, right?
15207|0x001771E7|You're sad 'cause you were~born, right?
15208|0x00177238|How much longer must I bear my own Onii-chan implying that I was~nothing more than a waste of air since I was born?!
15209|0x001772B7|How much longer must I bear my~own Onii-chan implying that I~was nothing more than a waste~of air since I was born?!
15210|0x00177345|Look, it's right here.
15211|0x00177366|Look, it's right here.
15212|0x001773A5|I put a towel over Chinami's head.
15213|0x001773D2|I put a towel over Chinami's~head.
15214|0x0017740E|I found it on the bathroom floor. Didn't you get up in the middle of~the night to go to the bathroom? You must have dropped it then.
15215|0x0017749D|I found it on the bathroom~floor. Didn't you get up in the~middle of the night to go to~the bathroom? You must have
15216|0x0017753A|Ah...
15217|0x0017754A|Ah...
15218|0x00177569|Sorry about that. I should've told you sooner.
15219|0x001775A2|Sorry about that. I should've~told you sooner.
15220|0x001775FA|...It's okay!
15221|0x00177612|...It's okay!
15222|0x0017763E|Chinami sat down while hugging her bunny towel.
15223|0x00177678|Chinami sat down while hugging~her bunny towel.
15224|0x001776D5|You aren't gonna wash your face?
15225|0x00177700|You aren't gonna wash your~face?
15226|0x00177750|Don't worry, I'll do that after eating.
15227|0x00177782|Don't worry, I'll do that after~eating.
15228|0x001777DE|Wow, this looks good!
15229|0x001777FE|Wow, this looks good!
15230|0x00177823|Chinami cheerfully stabbed her fork into her sunny-side-up fried egg,~which I had accidentally cooked all the way through.
15231|0x001778A8|Chinami cheerfully stabbed her~fork into her sunny-side-up~fried egg, which I had~accidentally cooked all the way
15232|0x0017799B|Ah! It's Aoi-chan! Morning!!
15233|0x001779C2|Ah! It's Aoi-chan! Morning!!
15234|0x00177A2B|......
15235|0x00177A3C|......
15236|0x00177A52|As I was locking the door, Chinami and Aoi-san exchanged greetings~outside the house.
15237|0x00177AB2|As I was locking the door,~Chinami and Aoi-san exchanged~greetings outside the house.
15238|0x00177B40|Although technically Chinami was the only one who gave a verbal~greeting. Aoi-san simply bowed silently in response and continued~walking past.
15239|0x00177BDA|Although technically Chinami~was the only one who gave a~verbal greeting. Aoi-san simply~bowed silently in response and
15240|0x00177C8F|Wait up, Aoi-chaaan! Let's go to school together!
15241|0x00177CCB|Wait up, Aoi-chaaan! Let's go~to school together!
15242|0x00177D35|Chinami chased after her.
15243|0x00177D59|Chinami chased after her.
15244|0x00177D82|This was probably the third time I'd run into Aoi-san like this.
15245|0x00177DCD|This was probably the third~time I'd run into Aoi-san like~this.
15246|0x00177E1D|She seemed like she wasn't good at getting up in the morning, just~like Chinami.
15247|0x00177E78|She seemed like she wasn't good~at getting up in the morning,~just like Chinami.
15248|0x00177F22|I caught up!
15249|0x00177F39|I caught up!
15250|0x00177F87|...It's back.
15251|0x00177F9F|...It's back.
15252|0x00177FC6|Morning, Aoi-san!
15253|0x00177FE2|Morning, Aoi-san!
15254|0x0017801D|...Good morning.
15255|0x00178038|...Good morning.
15256|0x00178086|You're always leaving your house just in the nick of time! You must go~to bed early and get up late, just like me!
15257|0x00178103|You're always leaving your~house just in the nick of time!~You must go to bed early and~get up late, just like me!
15258|0x0017819F|...What utter humiliation.
15259|0x001781C4|...What utter humiliation.
15260|0x00178213|Like how the alarm rings but since you're still half-asleep you~subconsciously stop it and when you wake up you get like totally~surprised by the fact that it stopped and blame it on someone else!
15261|0x001782E2|Like how the alarm rings but~since you're still half-asleep~you subconsciously stop it and~when you wake up you get like
15262|0x00178376|...What an abject shame.
15263|0x00178399|...What an abject shame.
15264|0x001783D8|And then you absolutely swear on your pinky that you'll get up early~the next day, but then you break that promise every single day, and~before long you just can't get rid of the habit!
15265|0x0017849C|And then you absolutely swear~on your pinky that you'll get~up early the next day, but then~you break that promise every
15266|0x0017853E|...Absolutely disgraceful.
15267|0x00178563|...Absolutely disgraceful.
15268|0x001785A7|That makes you and me birds of a feather!
15269|0x001785DB|That makes you and me birds of~a feather!
15270|0x0017862E|...Sometimes I wish you would just die.
15271|0x00178660|...Sometimes I wish you would~just die.
15272|0x00178697|They were completely in sync, but the conversation was quite unlike~what you'd expect friends to be saying to each other.
15273|0x0017871B|They were completely in sync,~but the conversation was quite~unlike what you'd expect~friends to be saying to each
15274|0x001787A7|Do you sleep in often, Aoi-san?
15275|0x001787D1|Do you sleep in often, Aoi-san?
15276|0x0017881A|...I don't.
15277|0x00178830|...I don't.
15278|0x00178855|So you're the type who wants to get up early so you can relax and~enjoy that serene morning?
15279|0x001788BC|So you're the type who wants to~get up early so you can relax~and enjoy that serene morning?
15280|0x00178942|...As much as I would like a moment of serenity, I don't get up early.
15281|0x00178993|...As much as I would like a~moment of serenity, I don't get~up early.
15282|0x001789E9|(Serenity. That might be the first thing she's said she liked.)
15283|0x00178A33|(Serenity. That might be the~first thing she's said she~liked.)
15284|0x00178A9C|Wow, no way! Me too!
15285|0x00178ABB|Wow, no way! Me too!
15286|0x00178AF9|...That's impossible.
15287|0x00178B19|...That's impossible.
15288|0x00178B63|I guess that's why you're my number one best friend!
15289|0x00178BA2|I guess that's why you're my~number one best friend!
15290|0x00178C00|...I never agreed to that.
15291|0x00178C25|...I never agreed to that.
15292|0x00178C69|You must love me too, right, Aoi-chan?
15293|0x00178C9A|You must love me too, right,~Aoi-chan?
15294|0x00178CEA|...Sometimes I wish you would just die.
15295|0x00178D1C|...Sometimes I wish you would~just die.
15296|0x00178D6D|Ahaha! It's okay if you're shy, Aoi-chan!
15297|0x00178DA1|Ahaha! It's okay if you're shy,~Aoi-chan!
15298|0x00178DF4|...Someone, please send help.
15299|0x00178E1C|...Someone, please send help.
15300|0x00178E49|Oh wow. Aoi-san's iron-masked face changed to one of total~bewilderment.
15301|0x00178E9C|Oh wow. Aoi-san's iron-masked~face changed to one of total~bewilderment.
15302|0x00178EFE|Well, as you can see, she's quite the handful, but I'd really~appreciate it if you could be her friend.
15303|0x00178F70|Well, as you can see, she's~quite the handful, but I'd~really appreciate it if you~could be her friend.
15304|0x00179001|...An abdication of responsibility from the guardian.
15305|0x00179041|...An abdication of~responsibility from the~guardian.
15306|0x00179090|I'm just happily keeping watch on how your friendship evolves.
15307|0x001790D9|I'm just happily keeping watch~on how your friendship evolves.
15308|0x00179141|...You are the worst.
15309|0x00179161|...You are the worst.
15310|0x001791CF|The bell's gonna ring any second! Aoi-chan, we gotta hurry!
15311|0x00179215|The bell's gonna ring any~second! Aoi-chan, we gotta~hurry!
15312|0x0017927A|Ah, kyaah! D-Don't pull me...!
15313|0x001792A3|Ah, kyaah! D-Don't pull me...!
15314|0x001792ED|Aoi-san barely managed to not fall over as Chinami dragged her along.~I had to run to catch up to the two younger girls that had dashed off~on their way to school.
15315|0x0017939B|Aoi-san barely managed to not~fall over as Chinami dragged~her along. I had to run to~catch up to the two younger
15316|0x001794DB|Now, everybody, the time has finally come! School's over!
15317|0x0017951F|Now, everybody, the time has~finally come! School's over!
15318|0x0017956E|The moment afternoon homeroom ended, Asuho loudly announced that fact.
15319|0x001795BF|The moment afternoon homeroom~ended, Asuho loudly announced~that fact.
15320|0x0017964B|Now here's a question for you all. What happens after school ends?
15321|0x00179698|Now here's a question for you~all. What happens after school~ends?
15322|0x001796EA|For some reason, Asuho was really excited.
15323|0x0017971F|For some reason, Asuho was~really excited.
15324|0x00179773|You-chan, do you know the answer?
15325|0x0017979F|You-chan, do you know the~answer?
15326|0x001797DA|Well, I sure know the answer you're hoping to hear. Club activities,~right?
15327|0x00179830|Well, I sure know the answer~you're hoping to hear. Club~activities, right?
15328|0x001798C3|After school at Hibari High might as well be a code word for club~activities, you know.
15329|0x00179925|After school at Hibari High~might as well be a code word~for club activities, you know.
15330|0x001799A6|Bingo, bingo! You're both correct!
15331|0x001799D3|Bingo, bingo! You're both~correct!
15332|0x00179A43|Oh, card club meeting today or something?
15333|0x00179A77|Oh, card club meeting today or~something?
15334|0x00179ACA|Our school doesn't even have a card club! We're members of the~historic Astro Club which has been passed down through many~generations of students here at Hibari High!
15335|0x00179B7C|Our school doesn't even have a~card club! We're members of the~historic Astro Club which has~been passed down through many
15336|0x00179C20|Astounding Roosters Fan Club, but you can call it the Astro Club for~short.
15337|0x00179C76|Astounding Roosters Fan Club,~but you can call it the Astro~Club for short.
15338|0x00179CF7|It's the Astronomical Enthusiasts' Association, you dork!
15339|0x00179D3B|It's the Astronomical~Enthusiasts' Association, you~dork!
15340|0x00179DCE|It would be great if we could get the official name changed to~'Astronomy Club' or 'Astronomical Observations Club' in the future.
15341|0x00179E5B|It would be great if we could~get the official name changed~to 'Astronomy Club' or~'Astronomical Observations
15342|0x00179EF2|Then you wouldn't get ribbed for only being a fan club.
