# Parte 9 - Líneas 74901 a 84900
# Total en esta parte: 10000 strings
# Formato: ID|ADDRESS|TEXT
#
75214|0x005DDCB4|For some odd reason, her mood got even worse.
75215|0x005DDCEC|For some odd reason, her mood~got even worse.
75216|0x005DDD33|Hisakaki, do you have time tonight?
75217|0x005DDD61|Hisakaki, do you have time~tonight?
75218|0x005DDDAE|...You want to see Mare-san?
75219|0x005DDDD5|...You want to see Mare-san?
75220|0x005DDE0B|Yeah. Could you reconsider asking her to reap your nightmare?
75221|0x005DDE53|Yeah. Could you reconsider~asking her to reap your~nightmare?
75222|0x005DDEBA|Well, if my nightmares really would go away with that, I'd definitely~be willing to.
75223|0x005DDF19|Well, if my nightmares really~would go away with that, I'd~definitely be willing to.
75224|0x005DDF87|Even if you don't want her to do it, we could also ask her for more~details about the time when she claims she met you before.
75225|0x005DE010|Even if you don't want her to~do it, we could also ask her~for more details about the time~when she claims she met you
75226|0x005DE0B0|Perfect. I just happen to want confirmation on that, too.
75227|0x005DE0F4|Perfect. I just happen to want~confirmation on that, too.
75228|0x005DE147|Sorry about this. I know how much you can't stand the lookout.
75229|0x005DE190|Sorry about this. I know how~much you can't stand the~lookout.
75230|0x005DE1F8|You'd better be sorry. This time spare me all the pointless chit-chat.~I don't want to stay there forever.
75231|0x005DE26D|You'd better be sorry. This~time spare me all the pointless~chit-chat. I don't want to stay~there forever.
75232|0x005DE316|Even if it does come to that, I'll take responsibility and take you in~my ar─
75233|0x005DE36F|Even if it does come to that,~I'll take responsibility and~take you in my ar─
75234|0x005DE426|*BAM*
75235|0x005DE437|*BAM*
75236|0x005DE472|Why would you go out of your way to bring that up?!
75237|0x005DE4B0|Why would you go out of your~way to bring that up?!
75238|0x005DE4F3|I honestly don't even know myself.
75239|0x005DE520|I honestly don't even know~myself.
75240|0x005DE56C|...Kosame does it, too. Just what's so fun to you guys about getting~on my nerves?
75241|0x005DE5C9|...Kosame does it, too. Just~what's so fun to you guys about~getting on my nerves?
75242|0x005DE635|Well, in Kosame's case, it's just how she expresses her love.
75243|0x005DE67D|Well, in Kosame's case, it's~just how she expresses her~love.
75244|0x005DE6E4|Then what is it in your case?
75245|0x005DE70C|Then what is it in your case?
75246|0x005DE743|You know, my reason might also be the same as hers.
75247|0x005DE781|You know, my reason might also~be the same as hers.
75248|0x005DE837|*BAM*
75249|0x005DE848|*BAM*
75250|0x005DE86A|Th-Th-Th-Th-That would mean you love me too, you idiot!!
75251|0x005DE8AD|Th-Th-Th-Th-That would mean you~love me too, you idiot!!
75252|0x005DE8FF|I thought it was pretty obvious I was joking...
75253|0x005DE939|I thought it was pretty obvious~I was joking...
75254|0x005DE992|Obvious to who?!
75255|0x005DE9AD|Obvious to who?!
75256|0x005DE9D7|Why are you getting angry...
75257|0x005DE9FE|Why are you getting angry...
75258|0x005DEA44|Don't ask me that!
75259|0x005DEA61|Don't ask me that!
75260|0x005DEA8D|...Well, whatever. We'll meet up tonight then.
75261|0x005DEAC6|...Well, whatever. We'll meet~up tonight then.
75262|0x005DEB1E|Meet up with yourself for all I care! Jerk!!
75263|0x005DEB55|Meet up with yourself for all I~care! Jerk!!
75264|0x005DEBAA|Hisakaki bolted into the station, anger radiating from her entire~being.
75265|0x005DEBFD|Hisakaki bolted into the~station, anger radiating from~her entire being.
75266|0x005DEC68|I watched her go, rubbing my nose all the while.
75267|0x005DECA3|I watched her go, rubbing my~nose all the while.
75268|0x005DED93|...You better be glad I showed up.
75269|0x005DEDC0|...You better be glad I showed~up.
75270|0x005DEDF2|I expected her to stand me up, but she actually came as promised.
75271|0x005DEE3E|I expected her to stand me up,~but she actually came as~promised.
75272|0x005DEE99|Thanks.
75273|0x005DEEAB|Thanks.
75274|0x005DEEDC|...Hmph.
75275|0x005DEEEF|...Hmph.
75276|0x005DEF11|As thanks, I'll─
75277|0x005DEF2D|As thanks, I'll─
75278|0x005DEFC1|*BAM*
75279|0x005DEFD2|*BAM*
75280|0x005DF002|I-I-I-I-I-I don't need you to give me a bridal carry!!
75281|0x005DF043|I-I-I-I-I-I don't need you to~give me a bridal carry!!
75282|0x005DF093|...Uh, Shino-san baked some rusks. I was just going to say I'd give~you one.
75283|0x005DF0EA|...Uh, Shino-san baked some~rusks. I was just going to say~I'd give you one.
75284|0x005DF152|Then don't make it so misleading!
75285|0x005DF17E|Then don't make it so~misleading!
75286|0x005DF1AF|Oh, would someone please do something about this wild horse.
75287|0x005DF1F6|Oh, would someone please do~something about this wild~horse.
75288|0x005DF281|Found you, Mare.
75289|0x005DF29C|Found you, Mare.
75290|0x005DF313|...You found me.
75291|0x005DF32E|...You found me.
75292|0x005DF34E|Tonight it took us, I'd say, about ten minutes to find her.
75293|0x005DF394|Tonight it took us, I'd say,~about ten minutes to find her.
75294|0x005DF418|Put yourself in our shoes for a change, geez...
75295|0x005DF452|Put yourself in our shoes for a~change, geez...
75296|0x005DF491|The moment we stepped into the lookout perimeter, Hisakaki's face got~pale.
75297|0x005DF4E7|The moment we stepped into the~lookout perimeter, Hisakaki's~face got pale.
75298|0x005DF568|Mare, I want you to come out right away next time we show up.
75299|0x005DF5B0|Mare, I want you to come out~right away next time we show~up.
75300|0x005DF615|No.
75301|0x005DF623|No.
75302|0x005DF640|Don't come out right away.
75303|0x005DF665|Don't come out right away.
75304|0x005DF6A7|No.
75305|0x005DF6B5|No.
75306|0x005DF6D2|And voila. That's how you do it, Hisakaki.
75307|0x005DF707|And voila. That's how you do~it, Hisakaki.
75308|0x005DF779|What are you even talking about!
75309|0x005DF7A4|What are you even talking~about!
75310|0x005DF7EC|Oh, you're here again, Mokomoko.
75311|0x005DF817|Oh, you're here again,~Mokomoko.
75312|0x005DF85E|I'm gonna get mad if you keep calling me that, you hear me?!
75313|0x005DF8A5|I'm gonna get mad if you keep~calling me that, you hear me?!
75314|0x005DF909|But you already are angry.
75315|0x005DF92E|But you already are angry.
75316|0x005DF964|And you're the one making me mad!
75317|0x005DF990|And you're the one making me~mad!
75318|0x005DF9CB|Teasing is a sign of affection.
75319|0x005DF9F5|Teasing is a sign of affection.
75320|0x005DFA3C|I'd say it's usually a sign of indifference.
75321|0x005DFA73|I'd say it's usually a sign of~indifference.
75322|0x005DFAC9|...I'm already tired of responding to this.
75323|0x005DFAFF|...I'm already tired of~responding to this.
75324|0x005DFB44|Well, let's cut the idle talk for now, Mare. First of all, here. I~brought this for you.
75325|0x005DFBA7|Well, let's cut the idle talk~for now, Mare. First of all,~here. I brought this for you.
75326|0x005DFC4C|I handed Mare one of the rusks that I'd also given Hisakaki.
75327|0x005DFC93|I handed Mare one of the rusks~that I'd also given Hisakaki.
75328|0x005DFCF7|...I can have this?
